00:00:54;OFF;29;1,440;1,987;2,000;2,070
00:01:01;OFF;60;1,450;2,173;2,000;3,994
00:01:08;OFF;60;1,455;2,417;2,000;3,853
00:01:14;OFF;29;1,450;2,070;2,000;2,393
00:01:21;OFF;29;1,450;1,914;2,000;2,471
00:01:28;OFF;20;1,450;1,963;2,000;1,895
00:01:35;OFF;19;1,450;1,914;2,000;1,650
00:01:41;OFF;25;1,450;1,890;2,000;2,178
00:01:48;OFF;25;1,455;1,997;2,000;2,007
00:01:55;OFF;25;1,450;2,031;2,000;2,295
00:02:02;OFF;25;1,445;2,036;2,000;2,295
00:02:08;OFF;25;1,450;2,012;2,000;2,119
00:02:15;OFF;25;1,450;2,012;2,000;2,114
00:02:22;OFF;25;1,455;1,885;2,000;2,183
00:02:29;OFF;25;1,450;2,012;2,000;2,119
00:02:35;OFF;25;1,450;2,002;2,000;2,012
00:02:42;OFF;25;1,450;2,002;2,000;2,017
00:02:49;OFF;25;1,455;2,002;2,000;2,012
00:02:56;OFF;25;1,450;1,890;2,000;2,178
00:03:03;OFF;25;1,450;2,017;2,000;2,124
00:03:09;OFF;25;1,450;1,890;2,000;2,183
00:03:16;OFF;25;1,450;2,002;2,000;2,012
00:03:23;OFF;25;1,450;2,007;2,000;2,114
00:03:30;OFF;25;1,450;2,036;2,000;2,305
00:03:36;OFF;25;1,455;1,890;2,000;2,153
00:03:43;OFF;25;1,455;1,890;2,000;2,178
00:03:50;OFF;25;1,455;2,007;2,000;2,109
00:03:57;OFF;25;1,455;2,041;2,000;2,295
00:04:03;OFF;25;1,460;1,890;2,000;2,173
00:04:10;OFF;25;1,455;2,031;2,000;2,290
00:04:17;OFF;25;1,455;1,899;2,000;2,148
00:04:24;OFF;25;1,460;1,885;2,000;2,173
00:04:31;OFF;25;1,455;1,890;2,000;2,148
00:04:37;OFF;25;1,455;1,895;2,000;2,148
00:04:44;OFF;25;1,470;2,012;2,000;2,100
00:04:51;OFF;25;1,455;2,007;2,000;2,100
00:04:58;OFF;25;1,455;1,987;2,000;1,992
00:05:04;OFF;25;1,460;1,895;2,000;2,139
00:05:11;OFF;25;1,455;1,992;2,000;1,987
00:05:18;OFF;25;1,455;1,885;2,000;2,158
00:05:25;OFF;25;1,455;2,012;2,000;2,095
00:05:31;OFF;25;1,455;1,895;2,000;2,134
00:05:38;OFF;25;1,455;1,890;2,000;2,134
00:05:45;OFF;25;1,455;1,885;2,000;2,153
00:05:52;OFF;25;1,455;1,895;2,000;2,139
00:05:59;OFF;25;1,455;1,992;2,000;1,992
00:06:05;OFF;25;1,460;2,026;2,000;2,275
00:06:12;OFF;25;1,455;1,997;2,000;1,992
00:06:19;OFF;25;1,455;1,997;2,000;1,997
00:06:26;OFF;25;1,460;1,992;2,000;1,992
00:06:32;OFF;25;1,460;1,992;2,000;1,992
00:06:39;OFF;25;1,460;1,880;2,000;2,153
00:06:46;OFF;25;1,460;1,997;2,000;1,992
00:06:53;OFF;25;1,460;1,992;2,000;1,992
00:06:59;OFF;25;1,460;2,026;2,000;2,280
00:07:06;OFF;25;1,460;2,031;2,000;2,275
00:07:13;OFF;25;1,455;2,007;2,000;2,100
00:07:20;OFF;25;1,455;1,997;2,000;1,992
00:07:26;OFF;25;1,460;1,997;2,000;1,997
00:07:33;OFF;25;1,460;2,026;2,000;2,275
00:07:40;OFF;25;1,460;1,885;2,000;2,163
00:07:47;OFF;25;1,465;2,031;2,000;2,280
00:07:54;OFF;25;1,460;2,026;2,000;2,280
00:08:00;OFF;25;1,460;1,880;2,000;2,168
00:08:07;OFF;25;1,460;2,031;2,000;2,285
00:08:14;OFF;25;1,455;1,997;2,000;1,997
00:08:21;OFF;25;1,455;1,992;2,000;1,997
00:08:27;OFF;25;1,460;1,885;2,000;2,163
00:08:34;OFF;25;1,460;1,895;2,000;2,144
00:08:41;OFF;25;1,455;2,031;2,000;2,280
00:08:48;OFF;25;1,460;1,895;2,000;2,148
00:08:54;OFF;25;1,460;1,895;2,000;2,144
00:09:01;OFF;25;1,455;1,895;2,000;2,144
00:09:08;OFF;25;1,460;2,012;2,000;2,100
00:09:15;OFF;25;1,465;2,007;2,000;2,104
00:09:22;OFF;25;1,460;1,997;2,000;2,002
00:09:28;OFF;25;1,465;2,031;2,000;2,280
00:09:35;OFF;25;1,460;1,885;2,000;2,163
00:09:42;OFF;25;1,460;1,890;2,000;2,139
00:09:49;OFF;25;1,465;2,012;2,000;2,100
00:09:55;OFF;25;1,460;1,895;2,000;2,144
00:10:02;OFF;25;1,455;2,007;2,000;2,095
00:10:09;OFF;25;1,460;1,880;2,000;2,153
00:10:16;OFF;25;1,460;2,007;2,000;2,095
00:10:22;OFF;25;1,460;1,997;2,000;1,987
00:10:29;OFF;25;1,465;1,997;2,000;1,987
00:10:36;OFF;25;1,460;2,007;2,000;2,090
00:10:43;OFF;25;1,460;2,031;2,000;2,271
00:10:50;OFF;25;1,465;2,007;2,000;2,095
00:10:56;OFF;25;1,460;2,031;2,000;2,275
00:11:03;OFF;25;1,460;1,885;2,000;2,148
00:11:10;OFF;25;1,460;2,007;2,000;2,090
00:11:17;OFF;25;1,465;2,026;2,000;2,271
00:11:23;OFF;25;1,465;1,895;2,000;2,134
00:11:30;OFF;25;1,465;1,895;2,000;2,134
00:11:37;OFF;25;1,460;2,007;2,000;2,085
00:11:44;OFF;25;1,460;1,992;2,000;1,982
00:11:50;OFF;25;1,465;1,880;2,000;2,148
00:11:57;OFF;25;1,465;1,997;2,000;1,987
00:12:04;OFF;25;1,460;2,002;2,000;2,080
00:12:11;OFF;25;1,465;2,031;2,000;2,261
00:12:17;OFF;25;1,460;2,002;2,000;2,075
00:12:24;OFF;25;1,465;1,895;2,000;2,119
00:12:31;OFF;25;1,470;1,992;2,000;1,973
00:12:38;OFF;25;1,460;1,890;2,000;2,119
00:12:45;OFF;25;1,465;2,007;2,000;2,070
00:12:51;OFF;25;1,465;1,890;2,000;2,109
00:12:58;OFF;25;1,465;1,982;2,000;1,953
00:13:05;OFF;25;1,465;2,021;2,000;2,231
00:13:12;OFF;25;1,465;2,002;2,000;2,051
00:13:18;OFF;25;1,465;1,885;2,000;2,090
00:13:25;OFF;25;1,460;1,997;2,000;2,046
00:13:32;OFF;25;1,460;2,017;2,000;2,227
00:13:39;OFF;25;1,465;1,870;2,000;2,109
00:13:45;OFF;25;1,465;1,997;2,000;2,041
00:13:52;OFF;25;1,470;2,021;2,000;2,222
00:13:59;OFF;25;1,465;1,982;2,000;1,943
00:14:06;OFF;25;1,460;1,978;2,000;1,934
00:14:13;OFF;25;1,465;2,021;2,000;2,217
00:14:19;OFF;25;1,460;1,992;2,000;2,031
00:14:26;OFF;25;1,465;1,870;2,000;2,104
00:14:33;OFF;25;1,465;1,997;2,000;2,041
00:14:40;OFF;25;1,465;1,885;2,000;2,085
00:14:46;OFF;25;1,465;1,890;2,000;2,100
00:14:53;OFF;25;1,465;1,997;2,000;2,051
00:15:00;OFF;25;1,470;2,021;2,000;2,222
00:15:07;OFF;25;1,470;1,982;2,000;1,948
00:15:13;OFF;25;1,470;1,890;2,000;2,100
00:15:20;OFF;25;1,465;2,017;2,000;2,227
00:15:27;OFF;25;1,465;1,875;2,000;2,114
00:15:34;OFF;25;1,465;1,880;2,000;2,109
00:15:41;OFF;25;1,465;2,026;2,000;2,227
00:15:47;OFF;25;1,465;2,021;2,000;2,231
00:15:54;OFF;25;1,465;1,885;2,000;2,095
00:16:01;OFF;25;1,465;1,987;2,000;1,948
00:16:08;OFF;25;1,470;1,880;2,000;2,095
00:16:14;OFF;0;1,465;1,870;2,000;2,075
00:16:21;OFF;0;1,455;1,460;2,000;0,000
00:16:28;OFF;0;1,450;1,445;2,000;0,000
00:16:35;OFF;0;1,450;1,450;2,000;0,000
00:16:41;OFF;0;1,445;1,445;2,000;0,000
00:16:48;OFF;0;1,445;1,445;2,000;0,000
00:16:55;OFF;0;1,440;1,440;2,000;0,000
00:17:01;OFF;0;1,450;1,445;2,000;0,000
00:17:08;OFF;0;1,440;1,440;2,000;0,000
00:17:15;OFF;0;1,440;1,440;2,000;0,000
00:17:22;OFF;0;1,440;1,440;2,000;0,000
00:17:28;OFF;0;1,436;1,436;2,000;0,000
00:17:35;OFF;0;1,436;1,440;2,000;0,000
00:17:42;OFF;0;1,440;1,440;2,000;0,000
00:17:48;OFF;0;1,436;1,436;2,000;0,000
00:17:55;OFF;0;1,440;1,436;2,000;0,000
00:18:02;OFF;0;1,436;1,440;2,000;0,000
00:18:09;OFF;0;1,436;1,436;2,000;0,000
00:18:15;OFF;0;1,436;1,436;2,000;0,000
00:18:22;OFF;0;1,436;1,436;2,000;0,000
00:18:29;OFF;0;1,431;1,431;2,000;0,000
00:18:35;OFF;0;1,436;1,431;2,000;0,000
00:18:42;OFF;0;1,436;1,436;2,000;0,000
00:18:49;OFF;0;1,431;1,436;2,000;0,000
00:18:56;OFF;0;1,431;1,431;2,000;0,000
00:19:02;OFF;0;1,426;1,431;2,000;0,000
00:19:09;OFF;0;1,431;1,436;2,000;0,000
00:19:16;OFF;0;1,426;1,426;2,000;0,000
00:19:22;OFF;0;1,431;1,431;2,000;0,000
00:19:29;OFF;0;1,426;1,426;2,000;0,000
00:19:36;OFF;0;1,431;1,431;2,000;0,000
00:19:43;OFF;0;1,421;1,426;2,000;0,000
00:19:49;OFF;0;1,436;1,431;2,000;0,000
00:19:56;OFF;0;1,426;1,426;2,000;0,000
00:20:03;OFF;0;1,426;1,426;2,000;0,000
00:20:09;OFF;0;1,426;1,426;2,000;0,000
00:20:16;OFF;0;1,426;1,426;2,000;0,000
00:20:23;OFF;0;1,431;1,426;2,000;0,000
00:20:30;OFF;0;1,421;1,426;2,000;0,000
00:20:36;OFF;0;1,426;1,426;2,000;0,000
00:20:43;OFF;0;1,426;1,426;2,000;0,000
00:20:50;OFF;0;1,426;1,426;2,000;0,000
00:20:56;OFF;0;1,426;1,426;2,000;0,000
00:21:03;OFF;0;1,426;1,426;2,000;0,000
00:21:10;OFF;0;1,421;1,426;2,000;0,000
00:21:17;OFF;0;1,421;1,421;2,000;0,000
00:21:23;OFF;0;1,421;1,426;2,000;0,000
00:21:30;OFF;0;1,421;1,421;2,000;0,000
00:21:37;OFF;0;1,421;1,421;2,000;0,000
00:21:43;OFF;0;1,421;1,426;2,000;0,000
00:21:50;OFF;0;1,421;1,421;2,000;0,000
00:21:57;OFF;0;1,421;1,421;2,000;0,000
00:22:04;OFF;0;1,421;1,421;2,000;0,000
00:22:10;OFF;0;1,421;1,421;2,000;0,000
00:22:17;OFF;0;1,421;1,421;2,000;0,000
00:22:24;OFF;0;1,421;1,421;2,000;0,000
00:22:30;OFF;0;1,421;1,426;2,000;0,000
00:22:37;OFF;0;1,416;1,416;2,000;0,000
00:22:44;OFF;0;1,426;1,421;2,000;0,000
00:22:51;OFF;0;1,426;1,421;2,000;0,000
00:22:57;OFF;0;1,416;1,421;2,000;0,000
00:23:04;OFF;0;1,416;1,421;2,000;0,000
00:23:11;OFF;0;1,421;1,421;2,000;0,000
00:23:17;OFF;0;1,421;1,421;2,000;0,000
00:23:24;OFF;0;1,426;1,421;2,000;0,000
00:23:31;OFF;0;1,421;1,421;2,000;0,000
00:23:38;OFF;0;1,421;1,416;2,000;0,000
00:23:44;OFF;0;1,421;1,421;2,000;0,000
00:23:51;OFF;0;1,421;1,421;2,000;0,000
00:23:58;OFF;0;1,421;1,421;2,000;0,000
00:24:04;OFF;0;1,416;1,421;2,000;0,000
00:24:11;OFF;0;1,416;1,421;2,000;0,000
00:24:18;OFF;0;1,421;1,421;2,000;0,000
00:24:25;OFF;0;1,416;1,421;2,000;0,000
00:24:31;OFF;0;1,421;1,416;2,000;0,000
00:24:38;OFF;0;1,421;1,416;2,000;0,000
00:24:45;OFF;0;1,421;1,421;2,000;0,000
00:24:51;OFF;0;1,416;1,416;2,000;0,000
00:24:58;OFF;0;1,416;1,416;2,000;0,000
00:25:05;OFF;0;1,416;1,421;2,000;0,000
00:25:12;OFF;0;1,421;1,416;2,000;0,000
00:25:18;OFF;0;1,416;1,416;2,000;0,000
00:25:25;OFF;0;1,416;1,416;2,000;0,000
00:25:32;OFF;0;1,421;1,421;2,000;0,000
00:25:39;OFF;0;1,421;1,416;2,000;0,000
00:25:45;OFF;0;1,416;1,416;2,000;0,000
00:25:52;OFF;0;1,421;1,421;2,000;0,000
00:25:59;OFF;0;1,421;1,411;2,000;0,000
00:26:05;OFF;0;1,416;1,416;2,000;0,000
00:26:12;OFF;0;1,416;1,416;2,000;0,000
00:26:19;OFF;0;1,416;1,421;2,000;0,000
00:26:26;OFF;0;1,421;1,421;2,000;0,000
00:26:32;OFF;0;1,416;1,416;2,000;0,000
00:26:39;OFF;7;1,421;1,553;2,000;0,635
00:26:46;OFF;25;1,426;1,978;2,000;1,982
00:26:52;OFF;25;1,436;1,968;2,000;1,895
00:26:59;OFF;25;1,440;1,968;2,000;1,909
00:27:06;OFF;25;1,440;1,982;2,000;2,017
00:27:13;OFF;25;1,440;1,978;2,000;2,012
00:27:20;OFF;25;1,445;1,865;2,000;2,080
00:27:26;OFF;25;1,445;1,870;2,000;2,085
00:27:33;OFF;25;1,445;1,982;2,000;2,012
00:27:40;OFF;25;1,445;1,875;2,000;2,075
00:27:47;OFF;25;1,450;1,885;2,000;2,070
00:27:53;OFF;25;1,450;1,982;2,000;2,017
00:28:00;OFF;25;1,445;1,973;2,000;1,924
00:28:07;OFF;25;1,450;1,973;2,000;1,924
00:28:14;OFF;25;1,450;2,012;2,000;2,212
00:28:20;OFF;25;1,450;1,870;2,000;2,080
00:28:27;OFF;25;1,455;2,012;2,000;2,207
00:28:34;OFF;25;1,450;2,012;2,000;2,197
00:28:41;OFF;25;1,455;2,007;2,000;2,202
00:28:48;OFF;25;1,455;2,012;2,000;2,212
00:28:54;OFF;25;1,455;1,978;2,000;1,934
00:29:01;OFF;25;1,455;1,885;2,000;2,080
00:29:08;OFF;25;1,455;1,880;2,000;2,080
00:29:15;OFF;25;1,455;1,885;2,000;2,080
00:29:21;OFF;25;1,455;2,007;2,000;2,212
00:29:28;OFF;25;1,465;1,885;2,000;2,080
00:29:35;OFF;25;1,455;1,890;2,000;2,080
00:29:42;OFF;25;1,460;1,885;2,000;2,090
00:29:48;OFF;25;1,465;1,992;2,000;2,036
00:29:55;OFF;25;1,460;1,982;2,000;1,934
00:30:02;OFF;25;1,460;1,885;2,000;2,080
00:30:09;OFF;25;1,465;1,890;2,000;2,090
00:30:16;OFF;25;1,465;1,992;2,000;2,026
00:30:22;OFF;25;1,465;2,017;2,000;2,202
00:30:29;OFF;25;1,460;2,017;2,000;2,212
00:30:36;OFF;25;1,460;1,885;2,000;2,080
00:30:43;OFF;25;1,460;1,992;2,000;2,021
00:30:49;OFF;25;1,465;1,880;2,000;2,095
00:30:56;OFF;25;1,460;1,875;2,000;2,085
00:31:03;OFF;25;1,460;1,982;2,000;1,924
00:31:10;OFF;25;1,470;1,987;2,000;2,026
00:31:16;OFF;25;1,460;2,017;2,000;2,222
00:31:23;OFF;25;1,465;1,885;2,000;2,080
00:31:30;OFF;25;1,470;2,017;2,000;2,212
00:31:37;OFF;25;1,460;1,880;2,000;2,100
00:31:43;OFF;25;1,465;1,885;2,000;2,104
00:31:50;OFF;25;1,465;1,987;2,000;1,934
00:31:57;OFF;25;1,470;1,982;2,000;1,934
00:32:04;OFF;25;1,465;1,890;2,000;2,104
00:32:11;OFF;25;1,465;1,885;2,000;2,104
00:32:17;OFF;25;1,470;1,997;2,000;2,036
00:32:24;OFF;25;1,465;2,017;2,000;2,217
00:32:31;OFF;25;1,470;1,987;2,000;1,943
00:32:38;OFF;25;1,465;1,982;2,000;1,938
00:32:44;OFF;25;1,470;1,992;2,000;2,031
00:32:51;OFF;25;1,465;1,885;2,000;2,104
00:32:58;OFF;25;1,470;2,021;2,000;2,212
00:33:05;OFF;25;1,465;1,890;2,000;2,080
00:33:11;OFF;25;1,470;1,982;2,000;1,934
00:33:18;OFF;25;1,470;1,890;2,000;2,080
00:33:25;OFF;25;1,470;2,012;2,000;2,212
00:33:32;OFF;25;1,470;2,017;2,000;2,207
00:33:39;OFF;25;1,470;1,880;2,000;2,100
00:33:45;OFF;25;1,475;1,997;2,000;2,036
00:33:52;OFF;25;1,470;2,002;2,000;2,041
00:33:59;OFF;25;1,470;1,890;2,000;2,095
00:34:06;OFF;25;1,470;1,992;2,000;2,041
00:34:12;OFF;25;1,470;2,031;2,000;2,231
00:34:19;OFF;25;1,470;1,885;2,000;2,119
00:34:26;OFF;25;1,470;1,997;2,000;2,036
00:34:33;OFF;25;1,475;1,992;2,000;1,948
00:34:39;OFF;25;1,475;1,895;2,000;2,090
00:34:46;OFF;25;1,470;1,997;2,000;2,036
00:34:53;OFF;25;1,475;1,890;2,000;2,104
00:35:00;OFF;25;1,470;1,992;2,000;1,943
00:35:07;OFF;25;1,475;1,880;2,000;2,104
00:35:13;OFF;25;1,470;1,885;2,000;2,114
00:35:20;OFF;25;1,475;1,987;2,000;1,938
00:35:27;OFF;25;1,475;2,017;2,000;2,217
00:35:34;OFF;25;1,470;1,895;2,000;2,090
00:35:40;OFF;25;1,475;1,997;2,000;2,036
00:35:47;OFF;25;1,470;1,987;2,000;1,934
00:35:54;OFF;25;1,479;1,987;2,000;1,934
00:36:01;OFF;25;1,475;2,021;2,000;2,227
00:36:07;OFF;25;1,475;1,885;2,000;2,100
00:36:14;OFF;25;1,475;1,885;2,000;2,109
00:36:21;OFF;25;1,470;1,895;2,000;2,104
00:36:28;OFF;25;1,470;1,997;2,000;2,046
00:36:34;OFF;25;1,475;2,031;2,000;2,246
00:36:41;OFF;25;1,475;1,992;2,000;1,948
00:36:48;OFF;25;1,475;1,992;2,000;1,953
00:36:55;OFF;25;1,475;1,987;2,000;1,943
00:37:02;OFF;25;1,475;1,904;2,000;2,100
00:37:08;OFF;25;1,470;1,899;2,000;2,100
00:37:15;OFF;25;1,475;1,895;2,000;2,100
00:37:22;OFF;25;1,475;1,880;2,000;2,114
00:37:29;OFF;25;1,475;1,899;2,000;2,090
00:37:35;OFF;25;1,475;1,997;2,000;2,031
00:37:42;OFF;25;1,470;1,982;2,000;1,934
00:37:49;OFF;25;1,475;1,997;2,000;1,934
00:37:56;OFF;25;1,475;1,890;2,000;2,085
